source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Center for Truth in Science,organization,was funded by,DonorsTrust,organization,,,,"The Illinois Policy Institute, whose email address appeared on the Center for Common Sense in Science's trademark registration application for 'Center for Truth in Science,' has received over $2 million from the 'dark money' groups Donors Capital Fund and DonorsTrust. This indicates an indirect funding link.",https://www.desmog.com/center-truth-science/
Center for Truth in Science,organization,was funded by,Mercer Family Foundation,organization,,,,"The Illinois Policy Institute, whose email address appeared on the Center for Common Sense in Science's trademark registration application for 'Center for Truth in Science,' has received funding from the Mercer Family Foundation. This indicates an indirect funding link.",https://www.desmog.com/center-truth-science/
Center for Truth in Science,organization,was funded by,Charles Koch Institute,organization,,,,"The Illinois Policy Institute, whose email address appeared on the Center for Common Sense in Science's trademark registration application for 'Center for Truth in Science,' has received funding from the Charles Koch Institute. This indicates an indirect funding link.",https://www.desmog.com/center-truth-science/
Alliance for Wise Energy Decisions (AWED),organisation,active since,2013,gYear,,,,"The earliest newsletter from AWED mentioned in the archive is January 21, 2013.",https://www.desmog.com/alliance-wise-energy-decisions/
Alliance for Wise Energy Decisions (AWED),organisation,active until,2020,gYear,,,,"AWED was a signatory on a letter critical of the COVID-19 stimulus package on March 23, 2020.",https://www.desmog.com/alliance-wise-energy-decisions/
"John Droz, Jr.",person,is employed by,Alliance for Wise Energy Decisions (AWED),organisation,,,,"John Droz, Jr. runs the Alliance for Wise Energy Decisions (AWED) group and site. He is also listed as the Founder of AWED.",https://www.desmog.com/alliance-wise-energy-decisions/
"John Droz, Jr.",person,contributed to,Alliance for Wise Energy Decisions (AWED),organisation,,,,"John Droz, Jr. created a document titled 'Global Warming: The Scientific View' on June 17, 2014, retrieved from AWED. He also runs the AWED site and produces its newsletters.",https://www.desmog.com/alliance-wise-energy-decisions/
Alliance for Wise Energy Decisions (AWED),organisation,is associated with,MasterResource,organisation,,,,"AWED's primary activity is a newsletter published every three weeks at MasterResource, a 'free-market energy blog'.",https://www.desmog.com/alliance-wise-energy-decisions/
"John Droz, Jr.",person,contributed to,MasterResource,organisation,2018,,,"John Droz, Jr. wrote 'AWED Newsletters Archive' at MasterResource on April 2, 2018, and states that MasterResource assists in publishing AWED's newsletter.",https://www.desmog.com/alliance-wise-energy-decisions/
Alliance for Wise Energy Decisions (AWED),organisation,is associated with,Ptcfacts.info,organisation,,,,"Ptcfacts.info ('Wind Production Tax Credit Facts') is also registered by John Droz, who runs AWED.",https://www.desmog.com/alliance-wise-energy-decisions/
Alliance for Wise Energy Decisions (AWED),organisation,is a member of,Life:Powered,organisation,,,2020,"AWED is a signatory to a letter sent by Life:Powered to Congress on March 23, 2020.",https://www.desmog.com/alliance-wise-energy-decisions/
Consumers Alliance for a Strong Economy LLC,Organisation,is derived from,Consumer Action for a Strong Economy (CASE),Organisation,2016,,,"CASE originally incorporated in 2016 under the name Consumers Alliance for a Strong Economy LLC. The LLC shut down, followed shortly by the incorporation of Consumers Alliance for a Strong Economy, Inc. CASE was later renamed Consumer Action for a Strong Economy.",https://www.desmog.com/consumer-action-strong-economy/
Consumers Alliance for a Strong Economy Inc.,Organisation,same as,Consumer Action for a Strong Economy (CASE),Organisation,2016,2017,,"Consumers Alliance for a Strong Economy, Inc. was incorporated in September 2016 and was later renamed Consumer Action for a Strong Economy in February 2017.",https://www.desmog.com/consumer-action-strong-economy/
Consumer Action for a Strong Economy (CASE),Organisation,active since,2016,gYear,,,,Consumer Action for a Strong Economy (CASE) was originally incorporated in 2016 under the name Consumers Alliance for a Strong Economy LLC.,https://www.desmog.com/consumer-action-strong-economy/
NoCarbonTax.com,Organisation,is a member of,Consumer Action for a Strong Economy (CASE),Organisation,,,2019,NoCarbonTax.com lists itself as “a project of CASE.”,https://www.desmog.com/consumer-action-strong-economy/
Matthew Kandrach,Person,is president of,Consumer Action for a Strong Economy (CASE),Organisation,,,,Matthew Kandrach is the President of Consumer Action for a Strong Economy (CASE).,https://www.desmog.com/consumer-action-strong-economy/
Matthew Kandrach,Person,is employed by,60 Plus Association,Organisation,2009,2015,,"Matthew Kandrach was the executive vice president of the 60 Plus Association, starting in 2009 and serving as vice president from 2011. He lobbied for them until 2015 before moving to CASE.",https://www.desmog.com/consumer-action-strong-economy/
Matthew Kandrach,Person,contributed to,60 Plus Association,Organisation,2012,2016,,Matthew Kandrach performed lobbying services for the 60 Plus Association between 2012 and 2016.,https://www.desmog.com/consumer-action-strong-economy/
Matthew Kandrach,Person,is director of,Consumers for Energy Fairness,Organisation,,,,"Matthew Kandrach is listed as the chairperson of Consumers for Energy Fairness, an active political committee.",https://www.desmog.com/consumer-action-strong-economy/
Gerard Daniel Scimeca,Person,is vice president of,Consumer Action for a Strong Economy (CASE),Organisation,,,,Gerard Daniel Scimeca is the Vice President of Consumer Action for a Strong Economy (CASE).,https://www.desmog.com/consumer-action-strong-economy/
Gerard Daniel Scimeca,Person,is employed by,60 Plus Association,Organisation,,2016,,"Gerard Daniel Scimeca was formerly associated with 60 Plus Association, listed as a contact in 2016, and described as a former director of media relations.",https://www.desmog.com/consumer-action-strong-economy/
Allen Miller,Person,is director of,Consumer Action for a Strong Economy (CASE),Organisation,,,2018,Allen Miller was a Director of Consumer Action for a Strong Economy (CASE) according to their 2018 annual report.,https://www.desmog.com/consumer-action-strong-economy/
The Herald Group,Organisation,was funded by,Consumer Action for a Strong Economy (CASE),Organisation,,2019,,"The Herald Group handled ad insertion for CASE for at least $5,100.",https://www.desmog.com/consumer-action-strong-economy/
Consumer Action for a Strong Economy (CASE),Organisation,is associated with,American Energy Alliance,Organisation,,,2018,"Matthew Kandrach, representing CASE, was a signatory on an open letter organized by American Energy Alliance to fight against an electric vehicle tax credit in 2019, and a letter to President Donald Trump in April 2020. CASE was also a signatory to an anti-carbon tax resolution in July 2018 where American Energy Alliance was also a signatory.",https://www.desmog.com/consumer-action-strong-economy/
Consumer Action for a Strong Economy (CASE),Organisation,is associated with,FreedomWorks,Organisation,,,2018,"Matthew Kandrach, representing CASE, was a signatory on an open letter by FreedomWorks and allied conservative groups in November 2018.",https://www.desmog.com/consumer-action-strong-economy/
Consumer Action for a Strong Economy (CASE),Organisation,is associated with,Americans for Prosperity (AfP),Organisation,,,2018,"Matthew Kandrach, representing CASE, was a signatory to an open letter organized by Americans for Prosperity (AfP) and a coalition of groups opposing a federal gas tax increase in February 2018.",https://www.desmog.com/consumer-action-strong-economy/
Consumer Action for a Strong Economy (CASE),Organisation,is associated with,American Consumer Institute (ACI),Organisation,,,2018,"Matthew Kandrach, president of CASE, was among the signatories of an open letter organized by the American Consumer Institute (ACI) in March 2018.",https://www.desmog.com/consumer-action-strong-economy/
Pacific Research Institute (PRI),Organisation,was funded by,ExxonMobil,Organisation,,,,"The Pacific Research Institute (PRI) has received over $600,000 from ExxonMobil.",https://www.desmog.com/consumer-action-strong-economy/
Pacific Research Institute (PRI),Organisation,was funded by,DonorsTrust,Organisation,,,,The Pacific Research Institute (PRI) has received millions from “dark money” group DonorsTrust.,https://www.desmog.com/consumer-action-strong-economy/
Pacific Research Institute (PRI),Organisation,was funded by,Donors Capital Fund,Organisation,,,,The Pacific Research Institute (PRI) has received millions from “dark money” group Donors Capital Fund.,https://www.desmog.com/consumer-action-strong-economy/
60 Plus Association,Organisation,is associated with,American Coalition for Clean Coal Electricity (ACCCE),Organisation,,,,"While working with 60 Plus, Matthew Kandrach opposed the Clean Power Plan, citing a report by the coal industry group American Coalition for Clean Coal Electricity (ACCCE).",https://www.desmog.com/consumer-action-strong-economy/
ARTOC Group for Investment and Development,Organisation,has partner,Volkswagen,Organisation,,,,There was a Skoda distribution dispute in Egypt between the ARTOC Group for Investment and Development and Volkswagen.,https://www.desmog.com/consumer-action-strong-economy/
Consumers Alliance for a Strong Economy LLC,Organisation,is derived from,Consumer Action for a Strong Economy (CASE),Organisation,2016,,,"CASE originally incorporated in 2016 under the name Consumers Alliance for a Strong Economy LLC. The LLC shut down, followed shortly by the incorporation of Consumers Alliance for a Strong Economy, Inc. CASE was later renamed Consumer Action for a Strong Economy.",https://www.desmog.com/consumer-action-strong-economy/
