source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Air China Ltd,organisation,is a member of,International Air Transport Association (IATA),organisation,,,2023,"Air China Ltd is a member of the International Air Transport Association (IATA). As of October 2023, the company has limited transparency on its industry association membership.",https://lobbymap.org/company/Air-China-Ltd-a08e94698cf496f61438d4d9803cfe77/projectlink/Air-China-Ltd-in-Climate-Change-90b7b99cbbb5db7a1b141389b5a7090e
Medtronic,organization,is a member of,US Chamber of Commerce,organization,,,,"Medtronic retains membership to the US Chamber of Commerce, which actively and negatively engages on climate policy.",https://lobbymap.org/company/Medtronic-a993c3d4c10366b89ff6408700d93bac/projectlink/Medtronic-in-Climate-Change-cec648d2a887a2228b89bfc2e9c8eab0
Medtronic,organization,is a member of,Canadian Chamber of Commerce,organization,,,,"Medtronic is a member of the Canadian Chamber of Commerce, which engages negatively on climate policy.",https://lobbymap.org/company/Medtronic-a993c3d4c10366b89ff6408700d93bac/projectlink/Medtronic-in-Climate-Change-cec648d2a887a2228b89bfc2e9c8eab0
Medtronic,organization,is a member of,Business Roundtable,organization,,,,"Medtronic is a member of the Business Roundtable, which engages on climate policy with mixed positions.",https://lobbymap.org/company/Medtronic-a993c3d4c10366b89ff6408700d93bac/projectlink/Medtronic-in-Climate-Change-cec648d2a887a2228b89bfc2e9c8eab0
Medtronic,organization,is a member of,European Union Chamber of Commerce in China,organization,,,,Medtronic is listed as having a relationship with the European Union Chamber of Commerce in China in the LobbyMap database.,https://lobbymap.org/company/Medtronic-a993c3d4c10366b89ff6408700d93bac/projectlink/Medtronic-in-Climate-Change-cec648d2a887a2228b89bfc2e9c8eab0
Medtronic,organization,is a member of,Tennessee Chamber of Commerce & Industry,organization,,,,Medtronic is listed as having a relationship with the Tennessee Chamber of Commerce & Industry in the LobbyMap database.,https://lobbymap.org/company/Medtronic-a993c3d4c10366b89ff6408700d93bac/projectlink/Medtronic-in-Climate-Change-cec648d2a887a2228b89bfc2e9c8eab0
Kenichi Hori,person,is president of,Mitsui & Co.,organization,,,2024,Kenichi Hori is identified as the CEO of Mitsui & Co. at an investor event held in December 2024.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Tatsuo Yasunaga,person,is director of,Mitsui & Co.,organization,,,2024,Tatsuo Yasunaga is identified as the Chairman of Mitsui & Co. in an article published in October 2024.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Tatsuo Yasunaga,person,is director of,Japan Foreign Trade Council (JFTC),organization,,,,Tatsuo Yasunaga is also the Chairman of Japan Foreign Trade Council (JFTC).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Tatsuo Yasunaga,person,is director of,Japan Business Federation (Keidanren),organization,,,,Tatsuo Yasunaga is a Vice-chairman of Japan Business Federation (Keidanren).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Tatsuo Yasunaga,person,is director of,Keidanren Development Cooperation Promotion Committee,organization,,,2024,Tatsuo Yasunaga acted as the Chairman of the Keidanren Development Cooperation Promotion Committee in January 2024.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Foreign Trade Council (JFTC),organization,,,,Mitsui & Co. disclosed membership to Japan Foreign Trade Council (JFTC) on its corporate website.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Business Federation (Keidanren),organization,,,,Mitsui & Co. disclosed membership to Japan Business Federation (Keidanren) on its corporate website.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Asia Natural Gas and Energy Association (ANGEA),organization,,,,"Mitsui & Co.'s disclosure is noted to exclude Asia Natural Gas and Energy Association, implying membership based on InfluenceMap's analysis of actively engaged industry associations.",https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Energy Resources Development Association (JERDA),organization,,,,"Mitsui & Co.'s disclosure is noted to exclude Japan Energy Resources Development Association (JERDA), implying membership based on InfluenceMap's analysis of actively engaged industry associations.",https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Carbon Frontier Organization (JCOAL),organization,,,,"Mitsui & Co.'s disclosure is noted to exclude Japan Carbon Frontier Organization (JCOAL), implying membership based on InfluenceMap's analysis of actively engaged industry associations.",https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Australian Energy Producers,organization,,,,"Mitsui & Co.'s disclosure is noted to exclude Australian Energy Producers, implying membership based on InfluenceMap's analysis of actively engaged industry associations.",https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Kansai Economic Federation,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Kansai Economic Federation.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Hydrogen Association (JH2A),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Hydrogen Association (JH2A).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Iron and Steel Federation (JISF),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Iron and Steel Federation (JISF).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Association of Corporate Executives (Keizai Doyukai),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Association of Corporate Executives (Keizai Doyukai).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Central Japan Economic Federation (CJEF),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Central Japan Economic Federation (CJEF).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Aluminium Association (JAA),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Aluminium Association (JAA).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japanese Chamber of Commerce and Industry in Vietnam,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of The Japanese Chamber of Commerce and Industry in Vietnam.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Chemical Industry Association (JCIA),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Chemical Industry Association (JCIA).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Seidanren,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Seidanren.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Electric Power Industry Council for a Low Carbon Society,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Electric Power Industry Council for a Low Carbon Society.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,International Emissions Trading Association (IETA),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of International Emissions Trading Association (IETA).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Energy Council of South Africa,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Energy Council of South Africa.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,American Fuel & Petrochemical Manufacturers (AFPM),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of American Fuel & Petrochemical Manufacturers (AFPM).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Canadian Chamber of Commerce,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Canadian Chamber of Commerce.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,American Chemistry Council (ACC),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of American Chemistry Council (ACC).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Business Council of Australia (BCA),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Business Council of Australia (BCA).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Renewable Energy Association for Sustainable Power Supply (REASP),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Renewable Energy Association for Sustainable Power Supply (REASP).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Atomic Industrial Forum (JAIF),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Atomic Industrial Forum (JAIF).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Business Council of Canada,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Business Council of Canada.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,American Cleaning Institute (ACI),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of American Cleaning Institute (ACI).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Real Estate Companies Association of Japan,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Real Estate Companies Association of Japan.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Malaysian Gas Association,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Malaysian Gas Association.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Japan Apparel-Fashion Industry Council (JAFIC),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Japan Apparel-Fashion Industry Council (JAFIC).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Minerals Council of Australia (MCA),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Minerals Council of Australia (MCA).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Carbon Market Institute,organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Carbon Market Institute.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Queensland Resources Council (QRC),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Queensland Resources Council (QRC).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Mitsui & Co.,organization,is a member of,Chamber of Minerals and Energy of Western Australia (CME),organization,,,,Mitsui & Co. is listed in the relationship grid as being a member of Chamber of Minerals and Energy of Western Australia (CME).,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
LobbyMap,organization,is derived from,InfluenceMap,organization,,,,"LobbyMap is identified as a leading database/platform, which is maintained by InfluenceMap, a UK-based non-profit organization.",https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
InfluenceMap,organization,has partner,We Mean Business Coalition,organization,,,,InfluenceMap and We Mean Business Coalition jointly host an annual corporate climate advocacy forum.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
InfluenceMap,organization,active since,2015,gYear,,,,InfluenceMap's research and reports have been informing stakeholders since 2015.,https://lobbymap.org/company/Mitsui-Co/projectlink/Mitsui-Co-In-Climate-Change
Hyundai Steel Co,organisation,same as,Hyundai Steel Co,organisation,,,,"Reference to Hyundai Steel Co's Wikipedia page, indicating it is the same entity.",https://lobbymap.org/company/Hyundai-Steel-Co-7189f1a8931de0f8575437144e01a598/projectlink/Hyundai-Steel-Co-in-Climate-Change-5c450a0138cb0f49c312d8327ae60d5d
Hyundai Steel Co,organisation,is associated with,Steel and Aluminum Carbon Neutrality Policy Council,organisation,,,2024,"Hyundai Steel Co participated in the Steel and Aluminum Carbon Neutrality Policy Council, as discussed in the Korean Ministry of Trade, Industry and Energy (MOTIE)’s August 2024 Policy Briefing.",https://lobbymap.org/company/Hyundai-Steel-Co-7189f1a8931de0f8575437144e01a598/projectlink/Hyundai-Steel-Co-in-Climate-Change-5c450a0138cb0f49c312d8327ae60d5d
